corpus;company
" El 13 de mayo de 2021, compre 3 blusas a través de la plataforma Internet Falabella.com, con el Nª de pedido 9000215542, la cual me llego solo 1, Blusa Fluida Nans Mujer $ 19.990, Mango, la Blusa Manga Larga Rojo $ 20.990 Eclipse me dieron la siguiente explicación: "" Lo sentimos, tuvimos un problema con tu producto y este no podrá ser entregado. Te contactaremos para evaluar alternativas y solucionar tu caso."", al día de hoy no he recibido la devolución, yo lo hice todo por internet, me llego un mensaje que tenía que ir al Banco en forma presencial.La tercera para mayor mala suerte: me aparece entregada y yo nunca la recibí, llame al 6003805000, no sabian nada me hicieron un reclamo, yo hice de detective y pude investigar que venia a mi domicilio, pero los señores de Chilexpress no la entregaron porque estaba solo el número de la calle, no se molestaron en preguntar por mi nombre en conserjeria, ó quizás tampoco aparecia mi nombre , en la pagina aparece que está entregado, pero chilexpress lo envío de vuelta a la bodega de falabella. En resumen me llego solo 1 blusa, por supuesto que yo no espero que me devuelvan el dinero que nunca llega, quiero tener las tres blusas que se las compre a mi madre de 90 años.";Falabella
 Realice una compra de un procesador el día 07 de mayo, para el día de la madre y este aún no llega, abrí un reclamo pero la incompetencia del servicio de atención al cliente es tal que ni siquiera me han contactado.Numero de reclamo efectuado el 19 de mayo en Falabella es 1-106006619287.Atte.,Miguel Mansilla;Falabella
" El día 30 de abril realicé una compra de varios productos de vestuario en falabella.cl por un monto de $68.950, pagando con tarjeta de débito de Banco Falabella. El descuento por la compra se realizó de mi saldo, aparece la descripción por este concepto en la cartola bancaria.Días después, la compra fue cancelada unilateralmente por la empresa sin avisarme de esta acción, y el monto pagado no fue restituido a mi cuenta.Generé un reclamo vía web con Falabella, folio Nº 1-105466669172, el cual el plazo máximo de solución era 10 días hábiles. Pasó el tiempo estipulado y no tuve respuesta, la empresa cerró el reclamo y, al llamar al número SAC de Falabella, la respuesta es que ellos no entregaron boleta, por tanto el saldo no fue tomado. Se escudan en que no hay boleta y que debo contactarme con Fpay para la restitución.Posteriormente, desde Fpay me indican que debo contactarme con Banco Falabella para que revise la transacción.Primero, el monto fue descontado de mi saldo, aparece claramente en mi cartola bancaria el movimiento de ""Compra Falabella vía web"".Segundo, la compra fue cancelada unilateralmente por la multitienda, sin avisarme el porqué de esta acción.Y por último, Falabella se desentiende del problema, pidiéndome a mí como cliente que lo solucione, teniendo ellos la culpa de cancelar la compra. Además, Falabella Retail, Fpay y Banco Falabella pertenecen al mismo holding, por lo que ellos pueden internamente chequear la información.Espero se solucione esto prontamente, ya que el lunes interpondré una denuncia por *****a en el Juzgado de policía local de S. si no tengo solución.Luis Navarrete.";Falabella
 quiero comprar un ipadpro 12.9 pulgada, hice el pedido por el mismo producto 4 veces, pero me los cancelaron sin dar explicación ni un correo de notificación.antes quiso comprar algo, me pado lo mismo.;Falabella
" Quisiera efectuar mi reclamo en contra de Falabella por sus llamadas de cobranza. El día de hoy viernes 28 de mayo durante la mañana una persona sin modales, muy mal educado y agresivo me llamó para realizar las ""gestiones de cobranza"". Prácticamente no me dejó hablar, tenía un volumen de voz muy elevado y cuando comenté algunas cosas, se rió de mi. Insisto que esta persona era un roto y mal educado, lamentablemente con esto Falabella sólo se perjudica. Siento impotencia por lo ocurrido por que en la pagina de Falabella no hay asidero para estos reclamos.";Falabella
 El día 06 de mayo de 2021 realice una compra online de una secadora de ropa en la tienda Falabellapedido Nro 5804439376, como se hizo el día 06, la fecha de entrega quedo para el día siguiente el 07/de mayo, entre las 10.00 a las 20.00 hrs, este era un regalo para el día de la madre. La secadora NO llego el dia programado, lo cual me hicieron perder todo el dia ya que la entrega es entre las 10 y 20 horas o sea no te puedes mover de tu domicilio durante todo el dia, la secadora llego el dia 13/05/2021 o sea 7 días después de lo programado, ademas durante los días que el producto no llegaba, nunca se me comunico por mail o celular que por diferentes razones no iba a llegar la fecha indicada.El dia 12/mayo/2021 realice varias compras online de productos de cama varios de ellos llegaron en la fecha establecida, pero hay uno que aún no llega, se trata de 2 frazadas pedido Nro 9000190755, marca Mica de 2 plazas $19.990 C/U, ($ 39.980, Ya pagado), debían llegar el dia 18/05/2021, ya estamos a 28/05 y aún no llegan, esto es una falta de respecto al cliente, yo mantengo mis cuentas al dia con esta tienda, encuentro que es una burla lo que hacen, si NO tienen disponibilidad de despacho podrían ser mas honestos y decir, NO tenemos fecha de entrega hasta 5, 10, 15 días mas, así uno sabría la fecha de llegada de lo que se compro.Yo estoy evaluando terminar de pagar lo que debo y cerrar la tarjeta, ya que encuentro que se ríen de los clientes, y ahora que se viene el Cyber Day claramente no van a responder con la entrega de los productos, y obviamente yo NO voy a comprar nada para este Cyber.Asi que lo que recomiendo, NO compren en Falabella, ya que no cumplen con las fechas de entrega.;Falabella
 Recibi aspiradora la cual al revisar la caja los accesorios venian sin embalar y al encenderla no funcionó.Llamé al numero de falabella 6003805000 3 veces para avisar de esta situacion y me dan tres respuestas difrerentes a como proceder con el cambio, al leer las politicas de satisfaccion señala que pueden hacer el retiro del producto en mi domicilio, les envié un correo con esta solicitud y no he tenido respuesta.;Falabella
 Compre un notebook el 19 de mayo del presente año, con fecha de entrega máxima el 22 del mismo mes, pague $5400 app por su despacho, estamos a 27 y aun no ha llegado. He llamado 3 veces al número de call center que tienen en la página online para ver los temas de despachos. Los llame el mismo día en el que se cumplía el plazo máximo y luego llame dos veces después de este, solo pudieron decirme que esperara y que podía ingresara un reclamo, a lo que accedí, además de pedir la devolución del pago de envió, eso quedo en espera de reembolso. El producto fue enviado a una empresa de envíos, externa, llamada BluesExpress, por lo que el seguimiento que proporciona Falabella en su pagina web solo te entrega información de que fue entregada en los almacenes de esta empresa externa. En la pagina web de BluesExpress podemos hacer el seguimiento del producto, pero, Falabella no te envía el código de trakeo de esta empresa, si no, el de ellos que solamente lo puedes usar para ver si el producto fue enviado a despacho. Cuando hablo con las personas del call center me dicen que ellos no están autorizados a proporcionar ese código, porque eso esta más arriba de ellos.;Falabella
 Es un producto de Falabella y nadie me da niuna respuesta y su chofer menos;Falabella
 El 05/05/2021 hice una compra en línea, de un celular (herramienta importante e imprescindible para mí trabajo). Se me indicó que la fecha de entrega sería entre el 10 y el 14 del mismo mes.Al no cumplirse con el plazo indicado, me cominiqué telefónicamente con la empresa y sólo recibí respuestas e indicaciones de una grabación, por lo que decidí hacerlo por internet: mismo resultado.Por último, fui personalmente a la sucursal del mall Plaza Oeste a intentar retirar el producto en la tienda. No fue posible, así como tampoco anular la compra.Esta situación me ha causado muchas molestias, por lo que estaré muy agradecido de su ayuda.;Falabella
 El pasado 13 de mayo adquirí en Falabella 2 camisas de marca Saville Row, por la suma de $ 89.800. Falabella emitió la orden de compra 9000234635. La fecha de entrega estipulada en la orden correspondía al martes 18 de mayo (las camisas eran un regalo de cumpleaños para mi hijo quien celebra el día 21 de mayo)sin embargo, el 18 de mayo las camisas no llegaron, El día 20 de mayo consulté por su envío y me respondieron que las camisas estaban en camino y que serían entregadas.El pasado 24 de mayo me comuniqué al call center (6003805000), en donde la operadora me informó que elevaría un reclamo a mi nombre. El reclamo lleva el número 1-106244 21 8051. Igualmente se me informó que la razón de no haber recibido el envío, era que el lugar de destino se encontraba cerrado, lo que obviamente no corresponde a la realidad, ya que este es un edificio de departamentos con porteros las 24 horas del día.Como no recibía el envío mande un correo a la dirección contacto@falabella.cl A vuelta de correo recibí un mensaje en donde dice que la casilla está llena y que no puede recibir nuevos correos.En el día de hoy nuevamente contacté al call center y me indican que no hay stock, por lo que me harán devolución del dinero.En resumen:- el 13 de mayo me aceptaron la compra y me ofrecieron despacho para el 18 de mayo- de acuerdo a call center el 18 de mayo no entregaron el paquete porque no había nadie para recibirlo- envié un correo de reclamo y no se recibe por que la casilla esta llena!!!- pedí hablar con el supervisor y me indican que no pueden comunicarlo- pedí otro correo para hacer el reclamo y me señalan que no existe otro correo- hoy me indican que no hay producto y que me devolverán el dinero- como compré con tarjeta de débito, me piden los datos de la cuenta corriente para hacer la devolución. ¿porqué debo confiar en Falabella para darle mis datos de cuenta bancaria? ¿a quién le doy mis datos?- ...y mi hijo se quedó sin su regalo de cumpleañosRecomendación: no pase malos ratos. No compre en FalabellaCarlos Alfaro YorquiRUT 5.860.xxx-xCelular 9 9024 1898calfaro.y@gmail.com;Falabella
 COn fecha de hoy ingreso a su pagina y me aparece compra anulada, puedo entender por stock ect... pero no avisan nada excepto que yo reviso la pagina y me doy cuenta... Y quiero mi devolucion inmediata de los fondos que cancele por el Banco Falabella, ya una vez me hicieron lo mismo y estaba fuera del lugar y olvide cobrarles y me ********n ... no tienen un correo para reclamar sino un fono 600 que mi celular no deja llamar y una grabacion ******l de chat que no sirve.Atte., N. CartesRut . 12065xxx-xCompras onlineCompra onlineFecha de la compra: 25/05/2021Pedido Nº 5816785691Cancelado el 26 de mayohttps://falabella.scene7.com/is/image/Falabella/14924451?wid=75hei=75Estado: Compra CanceladaRetiro en tienda:Falabella V. Arauco 561 ValdiviaVer fechas y horarios de tiendas;Falabella
